Prices,Predict value,Status,IN&DEC
36199.99,36120.57673732513,sell,-158.82652534974477
36157.98,36139.27836866256,sell,-37.403262674873986
36261.37,36200.324184331286,sell,-122.09163133744005
36312.64,36256.48209216564,sell,-112.31581566871319
36276.42,36266.45104608282,sell,-19.93790783435543
36236.25,36251.35052304141,Buy,30.2010460828169
36243.44,36247.39526152071,neutral,7.9105230414061225
36254.85,36251.12263076035,neutral,-7.454738479289517
36263.58,36257.351315380176,neutral,-12.457369239651598
36260.25,36258.80065769009,neutral,-2.898684619824053
36254.57,36256.685328845044,neutral,4.230657690088265
36229.99,36243.33766442252,Buy,26.69532884504588
36208.16,36225.74883221126,Buy,35.17766442251741
36214.13,36219.939416105626,neutral,11.618832211264817
36188.66,36204.299708052815,Buy,31.27941610562266
36214.9,36209.59985402641,neutral,-10.600291947186633
36212.16,36210.87992701321,neutral,-2.560145973591716
36186.08,36198.4799635066,Buy,24.799927013205888
36160.01,36179.244981753305,Buy,38.469963506599015
36185.77,36182.507490876655,neutral,-6.525018246691616
36142.28,36162.39374543833,Buy,40.22749087665579
36205.93,36184.16187271917,sell,-43.53625456167356
36178.58,36181.370936359584,neutral,5.581872719165403
36226.96,36204.165468179795,sell,-45.58906364041468
36204.3,36204.2327340899,neutral,-0.134531820207485
36169.72,36186.97636704495,Buy,34.512734089898004
36223.65,36205.31318352248,sell,-36.67363295505493
36196.15,36200.73159176124,neutral,9.163183522476174
36198.2,36199.46579588062,neutral,2.5315917612460908
36263.07,36231.26789794031,sell,-63.604204119379574
36223.52,36227.39394897016,neutral,7.747897940316761
36207.0,36217.19697448508,Buy,20.393948970158817
36219.99,36218.59348724254,neutral,-2.793025514918554
36201.57,36210.08174362127,Buy,17.023487242542615
36144.71,36177.39587181063,Buy,65.37174362126825
36162.5,36169.947935905315,neutral,14.895871810629615
36151.03,36160.48896795265,Buy,18.91793590531597
36173.93,36167.20948397633,neutral,-13.441032047347107
36130.43,36148.81974198816,Buy,36.779483976330084
36186.35,36167.58487099408,sell,-37.53025801183685
36179.18,36173.38243549704,neutral,-11.595129005923809
36165.01,36169.196217748526,neutral,8.372435497039987
36159.32,36164.25810887426,neutral,9.87621774852596
36142.08,36153.16905443713,Buy,22.178108874257305
36162.13,36157.649527218564,neutral,-8.960945562866982
36149.48,36153.56476360928,neutral,8.169527218560688
36180.34,36166.952381804644,sell,-26.775236390712962
36130.01,36148.48119090233,Buy,36.94238180464163
36178.86,36163.67059545116,sell,-30.378809097674093
36160.53,36162.100297725585,neutral,3.1405954511646996
36144.25,36153.17514886279,Buy,17.850297725584824
36112.72,36132.9475744314,Buy,40.45514886279125
36103.75,36118.3487872157,Buy,29.197574431396788
35985.44,36051.89439360785,Buy,132.90878721569607
36044.26,36048.077196803926,neutral,7.634393607848324
36091.35,36069.71359840196,sell,-43.272803196072346
36096.25,36082.98179920098,sell,-26.536401598037628
36126.33,36104.65589960049,sell,-43.3482007990242
36315.85,36210.25294980024,sell,-211.1941003995089
36298.94,36254.59647490012,sell,-88.68705019976187
36246.24,36250.41823745006,neutral,8.35647490012343
36220.0,36235.20911872503,Buy,30.418237450059678
36246.17,36240.689559362516,neutral,-10.960881274964777
36308.61,36274.64977968126,sell,-67.92044063748472
36281.85,36278.249889840634,neutral,-7.200220318736683
36317.75,36297.99994492032,sell,-39.50011015936616
36362.43,36330.21497246016,sell,-64.43005507968337
36401.53,36365.87248623008,sell,-71.31502753983659
36450.55,36408.211243115045,sell,-84.67751376992237
36623.15,36515.68062155752,sell,-214.9387568849561
36616.29,36565.985310778764,sell,-100.6093784424811
36619.82,36592.90265538938,sell,-53.83468922123575
36610.03,36601.46632769469,sell,-17.12734461062064
36587.04,36594.253163847345,neutral,14.426327694687643
36704.05,36649.151581923674,sell,-109.79683615265822
36673.05,36661.100790961835,sell,-23.898418076329108
36657.97,36659.53539548092,neutral,3.1307909618335543
36614.49,36637.01269774046,Buy,45.04539548091998
36624.14,36630.57634887023,neutral,12.872697740458534
36633.65,36632.113174435115,neutral,-3.07365112977277
36581.7,36606.906587217556,Buy,50.41317443511798
36536.44,36571.67329360878,Buy,70.46658721755375
36512.45,36542.06164680439,Buy,59.223293608782114
36507.98,36525.0208234022,Buy,34.081646804384945
36573.44,36549.2304117011,sell,-48.419176597803016
36553.75,36551.490205850554,neutral,-4.51958829889918
36625.14,36588.31510292528,sell,-73.64979414944537
36580.12,36584.21755146264,neutral,8.195102925274114
36599.96,36592.08877573132,sell,-15.742448537355813
36568.09,36580.08938786566,Buy,23.998775731321075
36593.82,36586.95469393283,neutral,-13.730612134342664
36592.0,36589.477346966414,neutral,-5.045306067171623
36597.14,36593.3086734832,neutral,-7.662653033585229
36628.14,36610.7243367416,sell,-34.83132651679625
36581.07,36595.8971683708,Buy,29.654336741601583
36568.34,36582.1185841854,Buy,27.557168370803993
36583.99,36583.0542920927,neutral,-1.8714158145958208
36575.56,36579.30714604635,neutral,7.494292092698743
36579.8,36579.55357302318,neutral,-0.49285395365586737
36536.41,36557.98178651159,Buy,43.14357302317512
36547.32,36552.65089325579,neutral,10.661786511591345
36552.13,36552.39044662789,neutral,0.5208932557943626
36522.46,36537.42522331394,Buy,29.930446627891797
36536.13,36536.77761165697,neutral,1.2952233139440068
36541.64,36539.208805828486,neutral,-4.862388343026396
36521.62,36530.41440291425,Buy,17.5888058284836
36542.99,36536.70220145713,neutral,-12.575597085749905
36487.19,36511.946100728564,Buy,49.51220145712432
36537.42,36524.683050364285,sell,-25.473899271433766
36594.88,36559.781525182145,sell,-70.19694963571237
36709.49,36634.635762591075,sell,-149.70847481785313
36646.5,36640.56788129554,neutral,-11.864237408924964
36636.81,36638.68894064777,neutral,3.757881295539846
36663.02,36650.85447032389,sell,-24.331059352225566
36667.98,36659.41723516195,sell,-17.125529676115548
36629.45,36644.43361758097,Buy,29.967235161951976
36597.54,36620.98680879049,Buy,46.893617580972204
36624.17,36622.578404395244,neutral,-3.1831912095076405
36600.03,36611.30420219762,Buy,22.548404395245598
36610.21,36610.75710109881,neutral,1.0942021976225078
36598.6,36604.678550549404,neutral,12.157101098811836
36594.48,36599.57927527471,neutral,10.198550549401261
36578.15,36588.86463763735,Buy,21.429275274706015
36583.26,36586.06231881867,neutral,5.604637637348787
36580.01,36583.03615940934,neutral,6.052318818670756
36531.49,36557.26307970467,Buy,51.54615940934309
36521.79,36539.52653985233,Buy,35.47307970467227
36529.05,36534.28826992617,neutral,10.476539852330461
36535.11,36534.699134963084,neutral,-0.8217300738324411
36563.92,36549.30956748154,sell,-29.220865036913892
36532.93,36541.11978374077,Buy,16.379567481541017
36543.99,36542.554891870386,neutral,-2.8702162592308014
36629.69,36586.122445935194,sell,-87.13510812961613
36589.97,36588.0462229676,neutral,-3.8475540648069
36587.15,36587.5981114838,neutral,0.896222967596259
36578.69,36583.1440557419,neutral,8.908111483797256
36569.72,36576.43202787095,neutral,13.424055741896154
36584.5,36580.466013935475,neutral,-8.067972129050759
36573.27,36576.868006967736,neutral,7.196013935477822
36558.35,36567.60900348387,Buy,18.518006967737165
36556.58,36562.094501741936,neutral,11.029003483869019
36544.69,36553.392250870966,Buy,17.404501741933927
36538.53,36545.96112543548,neutral,14.862250870966818
36536.01,36540.985562717746,neutral,9.951125435480208
36476.33,36508.657781358874,Buy,64.65556271774403
36479.95,36494.30389067944,Buy,28.707781358876673
36491.82,36493.06194533972,neutral,2.483890679439355
36469.54,36481.300972669866,Buy,23.52194533972215
36377.75,36429.52548633493,Buy,103.55097266986559
36412.0,36420.76274316746,Buy,17.525486334932793
36443.94,36432.35137158373,sell,-23.17725683253957
36458.89,36445.620685791866,sell,-26.538628416266874
36440.57,36443.09534289593,neutral,5.050685791866272
36466.16,36454.62767144797,sell,-23.064657104070648
36405.63,36430.12883572398,Buy,48.99767144797079
36373.7,36401.91441786199,Buy,56.428835723985685
36407.22,36404.567208930996,neutral,-5.305582138011232
36443.97,36424.2686044655,sell,-39.402791069005616
36512.74,36468.504302232745,sell,-88.4713955344996
36556.52,36512.512151116374,sell,-88.01569776725228
36563.93,36538.22107555819,sell,-51.41784888362599
36532.67,36535.445537779095,neutral,5.551075558192679
36526.63,36531.037768889546,neutral,8.815537779097212
36541.86,36536.44888444478,neutral,-10.822231110454595
36534.41,36535.42944222239,neutral,2.03888444477343
36516.96,36526.1947211112,Buy,18.46944222239108
36539.54,36532.867360555596,neutral,-13.345278888802568
36570.0,36551.4336802778,sell,-37.13263944440405
36548.6,36550.016840138895,neutral,2.8336802777994308
36568.55,36559.28342006945,sell,-18.533159861108288
36582.11,36570.696710034725,sell,-22.826579930551816
36547.27,36558.983355017364,Buy,23.426710034727876
36572.57,36565.77667750868,neutral,-13.586644982635335
36621.39,36593.58333875434,sell,-55.613322491321014
36633.51,36613.546669377174,sell,-39.92666124566313
36606.69,36610.11833468859,neutral,6.856669377171784
36656.33,36633.22416734429,sell,-46.211665311413526
36593.66,36613.44208367215,Buy,39.56416734428785
36587.7,36600.57104183607,Buy,25.74208367215033
36590.89,36595.730520918034,neutral,9.681041836069198
36580.49,36588.11026045901,Buy,15.240520918036054
36599.06,36593.585130229505,neutral,-10.94973954098532
36573.62,36583.60256511475,Buy,19.965130229502392
36575.45,36579.52628255737,neutral,8.152565114753088
36633.03,36606.278141278686,sell,-53.5037174426252
36600.4,36603.33907063934,neutral,5.8781412786847795
36604.17,36603.75453531967,neutral,-0.8309293606580468
36602.17,36602.96226765984,neutral,1.5845353196709766
36599.99,36601.476133829914,neutral,2.9722676598394173
36589.79,36595.63306691496,neutral,11.68613382991316
36675.43,36635.531533457484,sell,-79.7969330850392
36689.48,36662.50576672875,sell,-53.94846654251887
36783.14,36722.82288336437,sell,-120.63423327125201
36713.43,36718.12644168219,neutral,9.39288336437312
36764.25,36741.1882208411,sell,-46.12355831781315
36717.47,36729.32911042055,Buy,23.7182208410959
36701.3,36715.31455521028,Buy,28.029110420546203
36779.61,36747.46227760514,sell,-64.29544478972093
36758.05,36752.75613880257,neutral,-10.587722394862794
36836.66,36794.708069401284,sell,-83.90386119743198
36860.24,36827.474034700645,sell,-65.5319305987141
36864.51,36845.99201735032,sell,-37.035965299357485
36880.0,36862.99600867516,sell,-34.00798264968034
36822.4,36842.69800433758,Buy,40.59600867515837
36706.22,36774.45900216879,Buy,136.47800433757948
36720.57,36747.5145010844,Buy,53.889002168791194
36802.07,36774.7922505422,sell,-54.555498915600765
36763.68,36769.2361252711,neutral,11.112250542202673
36806.1,36787.66806263555,sell,-36.863874728900555
36823.94,36805.80403131778,sell,-36.27193736445042
36808.0,36806.90201565889,neutral,-2.195968682222883
36809.27,36808.08600782944,neutral,-2.36798434110824
36796.29,36802.18800391472,neutral,11.796007829441805
36798.01,36800.099001957366,neutral,4.1780039147197385
36732.98,36766.53950097869,Buy,67.11900195736234
36748.14,36757.339750489344,Buy,18.399500978688593
36750.0,36753.66987524467,neutral,7.339750489343714
36764.74,36759.20493762233,neutral,-11.070124755329743
36750.0,36754.602468811165,neutral,9.204937622329453
36744.97,36749.78623440558,neutral,9.632468811163562
36731.92,36740.85311720279,Buy,17.86623440558469
36766.0,36753.42655860139,sell,-25.14688279721304
36805.04,36779.23327930069,sell,-51.61344139860739
36811.47,36795.35163965035,sell,-32.236720699307625
36817.31,36806.330819825176,sell,-21.95836034965032
36849.04,36827.68540991259,sell,-42.70918017482472
36871.47,36849.5777049563,sell,-43.784590087409015
36876.07,36862.82385247815,sell,-26.492295043703052
36850.0,36856.411926239074,neutral,12.823852478148183
36957.19,36906.80096311954,sell,-100.77807376092824
36861.73,36884.26548155977,Buy,45.07096311953501
36827.33,36855.79774077989,Buy,56.93548155976896
37048.04,36951.91887038994,sell,-192.242259220111
37023.65,36987.784435194975,sell,-71.73112961005972
37066.02,37026.90221759748,sell,-78.23556480502157
37114.34,37070.62110879874,sell,-87.43778240251413
37068.62,37069.62055439937,neutral,2.001108798736823
36972.85,37021.23527719968,Buy,96.77055439937249
36949.84,36985.53763859984,Buy,71.39527719968464
36923.07,36954.30381929992,Buy,62.46763859983912
36927.07,36940.68690964996,Buy,27.233819299923198
36922.18,36931.433454824975,Buy,18.50690964995738
36891.39,36911.41172741249,Buy,40.043454824975925
36864.09,36887.75086370624,Buy,47.32172741249087
36877.07,36882.41043185312,neutral,10.680863706242235
36837.63,36860.02021592656,Buy,44.78043185311981
36785.76,36822.89010796328,Buy,74.26021592655889
36792.4,36807.64505398164,Buy,30.490107963276387
36823.94,36815.79252699082,sell,-16.29494601835904
36732.73,36774.26126349541,Buy,83.0625269908196
36734.16,36754.21063174771,Buy,40.10126349540951
36685.27,36719.74031587385,Buy,68.94063174771145
36690.0,36704.87015793692,Buy,29.740315873852524
36699.99,36702.430078968464,neutral,4.880157936924661
36658.19,36680.31003948423,Buy,44.2400789684616
36746.03,36713.170019742116,sell,-65.7199605157657
36750.0,36731.58500987106,sell,-36.82998025788402
36761.67,36746.62750493553,sell,-30.084990128940262
36761.46,36754.04375246777,neutral,-14.832495064467366
36687.19,36720.616876233886,Buy,66.85375246776675
36728.79,36724.70343811694,neutral,-8.173123766115168
36743.53,36734.11671905847,sell,-18.826561883055547
36750.0,36742.058359529234,sell,-15.883280941532576
36843.49,36792.774179764616,sell,-101.43164047076425
36847.12,36819.947089882306,sell,-54.34582023538678
36937.15,36878.54854494115,sell,-117.20291011769586
36923.21,36900.87927247057,sell,-44.66145505884924
37005.38,36953.12963623529,sell,-104.50072752942651
37047.62,37000.37481811765,sell,-94.49036376471486
37083.99,37042.18240905882,sell,-83.61518188234913
37053.03,37047.60620452941,neutral,-10.847590941179078
37038.22,37042.913102264705,neutral,9.386204529408133
37016.03,37029.47155113235,Buy,26.883102264706395
36976.85,37003.160775566175,Buy,52.62155113235349
36987.15,36995.15538778309,Buy,16.010775566173834
37000.0,36997.577693891544,neutral,-4.844612216911628
36970.03,36983.80384694577,Buy,27.54769389154535
36948.24,36966.02192347289,Buy,35.56384694576991
36928.98,36947.50096173644,Buy,37.041923472883354
36993.27,36970.38548086822,sell,-45.76903826355556
36994.33,36982.35774043411,sell,-23.94451913177909
37033.76,37008.05887021706,sell,-51.402259565889835
37053.58,37030.819435108526,sell,-45.52112978294463
37143.26,37087.03971755426,sell,-112.44056489147624
37178.51,37132.774858777135,sell,-91.47028244574176
37194.37,37163.57242938857,sell,-61.595141222867824
37147.4,37155.48621469429,Buy,16.17242938857089
37148.13,37151.80810734714,neutral,7.356214694293158
37146.67,37149.23905367357,neutral,5.138107347142068
37087.28,37118.25952683679,Buy,61.95905367357045
37096.59,37107.42476341839,Buy,21.669526836791192
37083.19,37095.30738170919,Buy,24.234763418389775
37071.75,37083.5286908546,Buy,23.557381709193578
37112.46,37097.9943454273,sell,-28.931309145402338
36996.0,37046.99717271365,Buy,101.9943454273016
37061.58,37054.28858635682,neutral,-14.582827286350948
37033.51,37043.899293178416,Buy,20.778586356820597
37028.6,37036.2496465892,Buy,15.299293178417429
37049.98,37043.1148232946,neutral,-13.73035341079958
37034.85,37038.9824116473,neutral,8.264823294601229
37130.01,37084.496205823656,sell,-91.02758835269924
37078.9,37081.69810291183,neutral,5.5962058236546
37069.91,37075.80405145592,neutral,11.7881029118289
37045.22,37060.51202572796,Buy,30.58405145591678
37104.66,37082.58601286398,sell,-44.1479742720403
37114.5,37098.543006431995,sell,-31.913987136016658
37153.93,37126.236503216,sell,-55.38699356800498
37123.95,37125.093251608,neutral,2.2865032160043484
37118.55,37121.821625804005,neutral,6.543251607996353
37135.5,37128.660812902,neutral,-13.678374195995275
37107.44,37118.050406451,Buy,21.220812902000034
37100.01,37109.0302032255,Buy,18.040406451000308
37091.01,37100.020101612754,Buy,18.020203225496516
37078.17,37089.095050806376,Buy,21.85010161275568
37067.91,37078.50252540319,Buy,21.1850508063726
37014.36,37046.4312627016,Buy,64.14252540319285
37027.68,37037.0556313508,Buy,18.751262701596715
36985.58,37011.3178156754,Buy,51.4756313507969
36980.86,36996.0889078377,Buy,30.457815675399615
36966.36,36981.224453918854,Buy,29.728907837699808
36947.62,36964.42222695943,Buy,33.604453918851505
36952.59,36958.506113479714,neutral,11.832226959435502
36950.27,36954.38805673986,neutral,8.23611347971746
36980.59,36967.48902836993,sell,-26.20194326013734
37041.67,37004.57951418497,sell,-74.18097163007042
37044.3,37024.439757092485,sell,-39.72048581503623
37011.9,37018.16987854624,neutral,12.539757092483342
37031.85,37025.00993927312,neutral,-13.680121453755419
37046.75,37035.87996963656,sell,-21.740060726879165
37032.59,37034.23498481828,neutral,3.28996963656391
37034.46,37034.34749240914,neutral,-0.22501518172066426
36989.99,37012.16874620457,Buy,44.35749240914447
37010.05,37011.109373102285,neutral,2.1187462045636494
37013.77,37012.43968655114,neutral,-2.6606268977120635
37006.53,37009.48484327557,neutral,5.909686551138293
36995.68,37002.58242163778,neutral,13.804843275567691
36978.7,36990.64121081889,Buy,23.88242163778341
36979.99,36985.31560540944,neutral,10.651210818890831
36988.08,36986.69780270472,neutral,-2.764394590558368
37015.73,37001.21390135236,sell,-29.03219729528064
37059.27,37030.24195067618,sell,-58.05609864763392
37121.76,37076.00097533809,sell,-91.5180493238222
37071.82,37073.91048766904,neutral,4.180975338087592
37107.55,37090.73024383452,sell,-33.63951233096304
37091.32,37091.025121917264,neutral,-0.5897561654783203
37120.3,37105.66256095863,sell,-29.274878082738724
37138.27,37121.96628047932,sell,-32.60743904136325
37162.83,37142.39814023966,sell,-40.863719520682935
37176.86,37159.62907011983,sell,-34.4618597603403
37153.39,37156.509535059915,neutral,6.239070119831013
37087.66,37122.08476752996,Buy,68.84953505991143
37067.86,37094.97238376498,Buy,54.224767529958626
37051.86,37073.41619188249,Buy,43.11238376497931
37097.04,37085.228095941246,sell,-23.623808117510634
37061.46,37073.34404797062,Buy,23.76809594124643
37030.0,37051.67202398531,Buy,43.3440479706187
37005.41,37028.54101199265,Buy,46.26202398530586
37019.0,37023.77050599633,neutral,9.541011992652784
36985.96,37004.86525299816,Buy,37.810505996327265
36985.7,36995.28262649908,Buy,19.16525299816567
37004.95,37000.11631324954,neutral,-9.667373500917165
36990.55,36995.33315662477,neutral,9.566313249539235
36996.44,36995.88657831239,neutral,-1.1068433752298006
36958.86,36977.373289156196,Buy,37.026578312390484
36888.01,36932.691644578095,Buy,89.36328915619379
36870.13,36901.41082228905,Buy,62.56164457809791
36814.17,36857.790411144524,Buy,87.24082228905172
36743.67,36800.73020557226,Buy,114.12041114452586
36815.95,36808.340102786125,sell,-15.219794427735906
36764.8,36786.570051393064,Buy,43.54010278612259
36783.89,36785.23002569653,neutral,2.6800513930647867
36795.2,36790.21501284826,neutral,-9.969974303465278
36810.01,36800.112506424135,sell,-19.794987151741225
36845.57,36822.84125321207,sell,-45.457493575864646
36863.17,36843.005626606035,sell,-40.32874678792723
36889.38,36866.192813303016,sell,-46.37437339396274
37038.56,36952.37640665151,sell,-172.36718669698166
37012.44,36982.40820332576,sell,-60.06359334849549
37059.99,37021.199101662874,sell,-77.58179667423974
37039.24,37030.21955083143,sell,-18.040898337123508
36995.27,37012.74477541572,Buy,34.94955083143577
36991.88,37002.31238770786,Buy,20.864775415720942
37020.29,37011.30119385393,sell,-17.977612292139383
37062.35,37036.82559692697,sell,-51.048806146071
37100.0,37068.41279846348,sell,-63.17440307303332
37143.84,37106.12639923174,sell,-75.42720153651317
37124.11,37115.11819961587,sell,-17.983600768260658
37149.02,37132.06909980794,sell,-33.901800384126545
37140.36,37136.21454990397,neutral,-8.290900192063418
37115.43,37125.822274951985,Buy,20.784549903968582
37096.37,37111.09613747599,Buy,29.452274951981963
37097.99,37104.543068738,neutral,13.106137475995638
36986.09,37045.316534369,Buy,118.45306873800291
37061.83,37053.5732671845,sell,-16.513465631003783
37032.23,37042.90163359225,Buy,21.34326718450029
37063.66,37053.28081679613,sell,-20.758366407753783
37073.03,37063.15540839806,sell,-19.749183203872235
37089.9,37076.527704199034,sell,-26.744591601942375
37023.32,37049.92385209951,Buy,53.2077041990342
37074.68,37062.30192604975,sell,-24.75614790048712
37081.86,37072.08096302488,sell,-19.55807395024749
37128.38,37100.23048151244,sell,-56.29903697512054
37122.01,37111.12024075622,sell,-21.77951848756493
37143.29,37127.205120378116,sell,-32.16975924377766
37176.49,37151.84756018905,sell,-49.28487962188228
37113.54,37132.69378009453,Buy,38.30756018905231
37150.02,37141.35689004726,sell,-17.326219905466132
37098.75,37120.05344502363,Buy,42.606890047260094
37114.14,37117.096722511815,neutral,5.913445023630629
37016.83,37066.96336125591,Buy,100.26672251181299
37041.22,37054.09168062796,Buy,25.743361255910713
37105.84,37079.96584031398,sell,-51.74831937203999
37046.2,37063.08292015699,Buy,33.765840313979425
37050.94,37057.011460078495,neutral,12.142920156984474
37033.78,37045.39573003925,Buy,23.23146007849573
37028.04,37036.71786501963,Buy,17.355730039249465
37041.12,37038.91893250981,neutral,-4.402134980373376
37058.07,37048.49446625491,sell,-19.151067490187415
37032.62,37040.55723312746,Buy,15.87446625490702
37010.17,37025.36361656373,Buy,30.387233127461514
36936.14,36980.751808281864,Buy,89.22361656372959
36949.16,36964.95590414094,Buy,31.59180828186072
36871.84,36918.39795207047,Buy,93.11590414094098
36918.68,36918.538976035234,neutral,-0.2820479295332916
36917.53,36918.03448801761,neutral,1.0089760352348094
36903.75,36910.892244008806,neutral,14.284488017612603
36874.99,36892.9411220044,Buy,35.90224400880834
36869.93,36881.4355610022,Buy,23.011122004398203
36834.73,36858.08278050111,Buy,46.70556100219983
36816.71,36837.39639025055,Buy,41.37278050110763
36810.36,36823.878195125275,Buy,27.03639025054872
36864.44,36844.15909756264,sell,-40.561804874727386
36869.93,36857.04454878132,sell,-25.770902437361656
36887.92,36872.482274390655,sell,-30.87545121867879
36871.88,36872.18113719532,neutral,0.6022743906578398
36872.3,36872.24056859766,neutral,-0.11886280468024779
36881.1,36876.67028429883,neutral,-8.859431402335758
36874.1,36875.38514214942,neutral,2.570284298832121
36912.52,36893.95257107471,sell,-37.134857850578555
36845.45,36869.701285537354,Buy,48.50257107471407
36827.95,36848.82564276867,Buy,41.751285537357035
36877.64,36863.232821384336,sell,-28.81435723132745
36839.99,36851.61141069217,Buy,23.24282138433773
36835.58,36843.59570534609,Buy,16.031410692165082
36862.75,36853.172852673044,sell,-19.154294653912075
36865.36,36859.26642633652,neutral,-12.18714732695662
36875.95,36867.60821316826,sell,-16.683573663474817
36881.63,36874.61910658413,neutral,-14.021786831734062
36898.75,36886.68455329206,sell,-24.130893415873288
36875.19,36880.93727664603,neutral,11.494553292061028
36909.26,36895.09863832302,sell,-28.322723353972833
36870.04,36882.569319161514,Buy,25.058638323018386
36853.66,36868.11465958076,Buy,28.90931916151021
36857.25,36862.682329790376,neutral,10.864659580758598
36859.29,36860.98616489519,neutral,3.392329790374788
36880.83,36870.9080824476,sell,-19.84383510480984
36915.47,36893.1890412238,sell,-44.56191755240434
36879.63,36886.409520611895,neutral,13.559041223801614
36856.7,36871.554760305946,Buy,29.70952061189746
36844.09,36857.82238015297,Buy,27.464760305949312
36827.65,36842.73619007648,Buy,30.17238015296607
36859.48,36851.108095038246,sell,-16.74380992352235
36868.8,36859.954047519124,sell,-17.691904961757245
36844.45,36852.20202375956,Buy,15.504047519127198
36821.62,36836.91101187978,Buy,30.58202375955443
36825.48,36831.19550593989,neutral,11.431011879780272
36810.12,36820.65775296994,Buy,21.07550593988708
36814.1,36817.378876484974,neutral,6.5577529699439765
36788.89,36803.13443824249,Buy,28.488876484974753
36767.93,36785.53221912125,Buy,35.2044382424865
36743.3,36764.416109560625,Buy,42.23221912124427
36706.43,36735.423054780316,Buy,57.986109560624755
36748.82,36742.12152739016,neutral,-13.396945219683403
36754.71,36748.415763695084,neutral,-12.588472609837481
36789.41,36768.912881847544,sell,-40.99423630491947
36760.11,36764.51144092377,neutral,8.802881847543176
36795.2,36779.855720461885,sell,-30.68855907622492
36788.12,36783.98786023095,neutral,-8.26427953811799
36812.17,36798.07893011547,sell,-28.18213976905099
36804.27,36801.17446505773,neutral,-6.19106988452404
36800.76,36800.96723252887,neutral,0.41446505772910314
36794.95,36797.958616264434,neutral,6.017232528873137
36784.97,36791.464308132214,neutral,12.988616264432494
36781.05,36786.25715406611,neutral,10.414308132210863
36817.49,36801.87357703305,sell,-31.23284593388962
36877.02,36839.44678851652,sell,-75.14642296694365
36863.39,36851.41839425826,sell,-23.94321148347808
36857.29,36854.35419712913,neutral,-5.871605741740495
36824.73,36839.54209856456,Buy,29.624197129123786
36828.39,36833.96604928228,neutral,11.152098564562039
36845.11,36839.53802464114,neutral,-11.143950717720145
36894.74,36867.139012320564,sell,-55.20197535886109
36844.04,36855.58950616028,Buy,23.099012320562906
36887.75,36871.66975308014,sell,-32.16049383972131
36841.94,36856.804876540074,Buy,29.729753080137016
36873.33,36865.06743827004,sell,-16.525123459927272
36851.14,36858.10371913502,neutral,13.927438270038692
36837.58,36847.84185956751,Buy,20.523719135017018
36818.09,36832.96592978375,Buy,29.751859567513748
36840.17,36836.567964891874,neutral,-7.20407021624851
36844.6,36840.58398244594,neutral,-8.032035108124546
36832.17,36836.37699122297,neutral,8.413982445941656
36856.62,36846.498495611486,sell,-20.243008777033538
36842.61,36844.55424780575,neutral,3.8884956114852685
36858.56,36851.55712390287,neutral,-14.005752194250817
36853.06,36852.30856195143,neutral,-1.5028760971254087
36851.33,36851.81928097572,neutral,0.9785619514295831
36865.75,36858.78464048786,neutral,-13.930719024283462
36844.0,36851.39232024393,neutral,14.784640487858269
36837.72,36844.55616012197,neutral,13.672320243931608
36896.65,36870.60308006099,sell,-52.09383987803449
37003.47,36937.036540030495,sell,-132.86691993901331
36976.85,36956.94327001525,sell,-39.81345996950404
36978.07,36967.50663500762,sell,-21.126729984753183
36912.22,36939.86331750381,Buy,55.28663500762195
36937.05,36938.45665875191,neutral,2.8133175038092304
36938.1,36938.27832937596,neutral,0.3566587519089808
36962.42,36950.34916468798,sell,-24.14167062404158
36955.8,36953.074582343994,neutral,-5.450835312025447
36924.63,36938.85229117199,Buy,28.444582343996444
36957.39,36948.121145585996,sell,-18.537708828007453
36978.67,36963.395572793,sell,-30.548854414002562
36958.08,36960.7377863965,neutral,5.315572792998864
36946.56,36953.648893198246,neutral,14.177786396503507
36988.32,36970.98444659912,sell,-34.67110680175392
37016.7,36993.84222329956,sell,-45.71555340087798
37038.6,37016.22111164978,sell,-44.757776700440445
37043.53,37029.87555582489,sell,-27.308888350220514
37039.88,37034.87777791244,neutral,-10.004444175108802
37119.33,37077.10388895622,sell,-84.45222208755877
37112.04,37094.57194447811,sell,-34.93611104378215
37087.0,37090.78597223906,neutral,7.571944478113437
37053.02,37071.90298611953,Buy,37.76597223905992
37030.1,37051.00149305977,Buy,41.80298611953185
37016.41,37033.705746529886,Buy,34.591493059764616
37026.05,37029.877873264944,neutral,7.65574652988289
36985.74,37007.80893663247,Buy,44.13787326494639
36979.67,36993.739468316235,Buy,28.138936632472905
37006.86,37000.29973415812,neutral,-13.120531683765876
37036.62,37018.45986707906,sell,-36.32026584188134
37033.0,37025.72993353953,neutral,-14.540132920941687
37055.72,37040.72496676976,sell,-29.990066460472008
37054.24,37047.48248338488,neutral,-13.51503323023644
37052.81,37050.14624169244,neutral,-5.327516615114291
37061.27,37055.70812084622,neutral,-11.123758307556272
37006.91,37031.30906042311,Buy,48.79812084621517
36988.51,37009.90953021156,Buy,42.79906042310904
37008.34,37009.12476510578,neutral,1.5695302115636878
36969.4,36989.262382552886,Buy,39.724765105776896
37011.59,37000.42619127644,sell,-22.327617447110242
37032.63,37016.52809563822,sell,-32.203808723555994
37029.93,37023.22904781911,neutral,-13.401904361780907
37014.96,37019.09452390956,neutral,8.269047819114348
37021.35,37020.22226195478,neutral,-2.2554760904386058
