Current Time,Actual Ammount,Actual_BTC,O_BTC_DV,Invest_Amount,Invest_BTc,New_BTC,New_Amount,Prediction,New_BTC_DV
12:48:24,0.0,0.0,52775.01,0.0,0.0,0.0,0.0,Neutral,52775.01
