,Prices1,Predict value1,True_Positive,False_Positive,True_Negative,False_Negative,Sensitivity,Specificity,Accuracy,TPR,FPR
0,55002.62,54990.23041167449,4889,24742,25489,5029,0.4929421254285138,0.5074356473094305,0.5050458029227418,0.4929421254285138,0.49256435269056953
