Current Time,Actual Ammount,Actual_BTC,O_BTC_DV,Invest_Amount,Invest_BTc,New_BTC,New_Amount,Prediction,New_BTC_DV,Decision
16:04:48,10000.0,0.0,58690.64,0.0,0.0,0.0,0.0,None,0.0,None
16:04:48,10000.0,0.0,58690.64,0.0,0.0,0.0,10000.0,Neutral,58632.34,True
16:06:08,10000.0,0.0,58632.34,0.0,0.0,0.0,10000.0,Neutral,58612.43,True
16:07:28,10000.0,0.0,58612.43,0.0,0.0,0.0,10000.0,Neutral,58560.53,True
16:08:48,10000.0,0.0,58560.53,0.0,0.0,0.0,10000.0,Neutral,58506.39,True
16:10:08,10000.0,0.0,58506.39,0.0,0.0,0.0,10000.0,Neutral,58545.65,True
16:11:28,10000.0,0.0,58545.65,0.0,0.0,0.0,10000.0,Neutral,58500.8,True
16:12:48,10000.0,0.0,58500.8,0.0,0.0,0.0,10000.0,Neutral,58564.55,True
16:14:09,10000.0,0.0,58564.55,0.0,0.0,0.0,10000.0,Neutral,58600.0,True
16:15:29,10000.0,0.0,58600.0,0.0,0.0,0.0,10000.0,Neutral,58579.78,True
16:16:49,10000.0,0.0,58579.78,0.0,0.0,0.0,10000.0,Neutral,58590.6,True
16:18:09,10000.0,0.0,58590.6,0.0,0.0,0.0,10000.0,Neutral,58644.33,True
16:19:29,10000.0,0.0,58644.33,0.0,0.0,0.0,10000.0,Neutral,58615.0,True
16:20:49,10000.0,0.0,58615.0,0.0,0.0,0.0,10000.0,Neutral,58648.7,True
16:22:09,10000.0,0.0,58648.7,0.0,0.0,0.0,10000.0,Neutral,58675.97,True
16:23:29,10000.0,0.0,58675.97,0.0,0.0,0.0,10000.0,Neutral,58647.74,True
16:24:49,10000.0,0.0,58647.74,0.0,0.0,0.0,10000.0,Neutral,58631.58,True
16:26:09,10000.0,0.0,58631.58,0.0,0.0,0.0,10000.0,Neutral,58464.78,True
16:27:29,10000.0,0.0,58464.78,0.0,0.0,0.0,10000.0,Neutral,58468.94,True
16:28:49,10000.0,0.0,58468.94,0.0,0.0,0.0,10000.0,Neutral,58494.35,True
