Current Time,Actual Ammount,Actual_BTC,O_BTC_DV,Invest_Amount,Invest_BTc,New_BTC,New_Amount,Prediction,New_BTC_DV,Decision
18:07:22,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None
18:07:30,7000.0,0.051608090910060515,0.0,3000.0,0.051608090910060515,0.051608090910060515,7000.0,Buy,58853.01,True
18:09:00,4900.0,0.08724662655317825,58853.01,2100.0,0.03563853564311774,0.08724662655317825,4900.0,Buy,58943.51,True
18:10:30,3430.0,0.11218575895299632,58943.51,1470.0,0.024939132399818063,0.11218575895299632,3430.0,Buy,59005.01,True
18:11:59,2401.0,0.12962495606524152,59005.01,1029.0,0.017439197112245213,0.12962495606524152,2401.0,Buy,58999.99,True
18:13:30,1680.7,0.14183343271074603,58999.99,720.3,0.012208476645504516,0.14183343271074603,1680.7,Buy,58989.0,True
18:15:00,1176.49,0.1503809585206428,58989.0,504.21,0.00854752580989676,0.1503809585206428,1176.49,Buy,58943.83,True
18:16:31,823.543,0.1563688117022226,58943.83,352.947,0.005987853181579819,0.1563688117022226,823.543,Buy,58927.05,True
18:18:02,576.4801,0.16056150249533035,58927.05,247.06289999999998,0.0041926907931077485,0.16056150249533035,576.4801,Buy,58847.53,True
18:19:33,403.53607,0.1635003519253744,58847.53,172.94403,0.0029388494300440476,0.1635003519253744,403.53607,Buy,58840.01,True
18:21:04,282.475249,0.16555780944450127,58840.01,121.06082099999999,0.002057457519126866,0.16555780944450127,282.475249,Buy,58807.16,True
18:22:37,282.475249,0.16555780944450127,58807.16,0.0,0.0,0.16555780944450127,282.475249,Neutral,58812.82,True
18:24:09,282.475249,0.16555780944450127,58812.82,0.0,0.0,0.16555780944450127,282.475249,Neutral,58916.19,True
18:25:42,3208.6858561648096,0.11589046661115089,58916.19,2926.2106071648095,-0.04966734283335038,0.11589046661115089,3208.6858561648096,Sell,58886.2,True
