Current Time,Actual Ammount,Actual_BTC,O_BTC_DV,Invest_Amount,Invest_BTc,New_BTC,New_Amount,Prediction,New_BTC_DV,Decision
15:12:08,10000,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None
15:13:11,10000,0.0,0.0,0.0,0.0,0.0,10000,Neutral,58218.24,True
15:14:54,7000.0,0.05153024206846514,58218.24,3000.0,0.05153024206846514,0.05153024206846514,7000.0,Buy,58195.14,True
15:16:36,4900.0,0.08761572961948744,58195.14,2100.0,0.036085487551022304,0.08761572961948744,4900.0,Buy,58234.77,True
15:18:18,4900.0,0.08761572961948744,58234.77,0.0,0.0,0.08761572961948744,4900.0,Neutral,58350.0,True
15:19:59,3430.0,0.11280853167604271,58350.0,1470.0,0.02519280205655527,0.11280853167604271,3430.0,Buy,58600.0,True
15:21:30,3430.0,0.11280853167604271,58600.0,0.0,0.0,0.11280853167604271,3430.0,Neutral,58581.29,True
15:23:01,2401.0,0.13037386695630027,58581.29,1029.0,0.01756533528025757,0.13037386695630027,2401.0,Buy,58484.99,False
15:24:32,1680.7,0.14268984751815042,58484.99,720.3,0.012315980561850143,0.14268984751815042,1680.7,Buy,58470.52,True
15:26:03,1176.49,0.15131316744073706,58470.52,504.21,0.00862331992258663,0.15131316744073706,1176.49,Buy,58509.28,True
15:27:35,1176.49,0.15131316744073706,58509.28,0.0,0.0,0.15131316744073706,1176.49,Neutral,58499.01,True
15:29:06,1176.49,0.15131316744073706,58499.01,0.0,0.0,0.15131316744073706,1176.49,Neutral,58533.43,True
15:30:37,1176.49,0.15131316744073706,58533.43,0.0,0.0,0.15131316744073706,1176.49,Neutral,58530.5,True
15:32:09,1176.49,0.15131316744073706,58530.5,0.0,0.0,0.15131316744073706,1176.49,Neutral,58541.98,True
15:33:41,1176.49,0.15131316744073706,58541.98,0.0,0.0,0.15131316744073706,1176.49,Neutral,58615.4,True
15:35:12,1176.49,0.15131316744073706,58615.4,0.0,0.0,0.15131316744073706,1176.49,Neutral,58500.49,True
15:36:44,823.543,0.1573463989572594,58500.49,352.947,0.0060332315165223405,0.1573463989572594,823.543,Buy,58519.3,True
15:38:16,823.543,0.1573463989572594,58519.3,0.0,0.0,0.1573463989572594,823.543,Neutral,58521.71,True
15:39:48,823.543,0.1573463989572594,58521.71,0.0,0.0,0.1573463989572594,823.543,Neutral,58464.07,True
15:41:20,823.543,0.1573463989572594,58464.07,0.0,0.0,0.1573463989572594,823.543,Neutral,58470.11,True
15:42:52,823.543,0.1573463989572594,58470.11,0.0,0.0,0.1573463989572594,823.543,Neutral,58466.87,True
15:44:24,823.543,0.1573463989572594,58466.87,0.0,0.0,0.1573463989572594,823.543,Neutral,58450.56,True
15:45:57,823.543,0.1573463989572594,58450.56,0.0,0.0,0.1573463989572594,823.543,Neutral,58422.07,True
15:47:29,823.543,0.1573463989572594,58422.07,0.0,0.0,0.1573463989572594,823.543,Neutral,58453.03,True
15:49:02,3582.7551335921958,0.11014247927008158,58453.03,2759.2121335921956,-0.04720391968717782,0.11014247927008158,3582.7551335921958,Sell,58401.18,True
15:50:34,3582.7551335921958,0.11014247927008158,58401.18,0.0,0.0,0.11014247927008158,3582.7551335921958,Neutral,58398.01,True
15:52:07,3582.7551335921958,0.11014247927008158,58398.01,0.0,0.0,0.11014247927008158,3582.7551335921958,Neutral,58441.0,True
15:53:40,5513.806122899047,0.0770997354890571,58441.0,1931.0509893068513,-0.033042743781024474,0.0770997354890571,5513.806122899047,Sell,58440.0,True
15:55:13,5513.806122899047,0.0770997354890571,58440.0,0.0,0.0,0.0770997354890571,5513.806122899047,Neutral,58485.0,True
15:56:46,5513.806122899047,0.0770997354890571,58485.0,0.0,0.0,0.0770997354890571,5513.806122899047,Neutral,58488.59,True
15:58:19,5513.806122899047,0.0770997354890571,58488.59,0.0,0.0,0.0770997354890571,5513.806122899047,Neutral,58516.0,True
15:59:52,6867.276559462347,0.05396981484233997,58516.0,1353.4704365632995,-0.02312992064671713,0.05396981484233997,6867.276559462347,Sell,58502.73,True
16:01:24,6867.276559462347,0.05396981484233997,58502.73,0.0,0.0,0.05396981484233997,6867.276559462347,Neutral,58634.86,True
16:02:58,6867.276559462347,0.05396981484233997,58634.86,0.0,0.0,0.05396981484233997,6867.276559462347,Neutral,58660.01,True
16:04:32,4807.093591623643,0.08909055498266222,58660.01,2060.182967838704,0.03512074014032224,0.08909055498266222,4807.093591623643,Buy,58562.08,False
16:06:05,4807.093591623643,0.08909055498266222,58562.08,0.0,0.0,0.08909055498266222,4807.093591623643,Neutral,58555.47,True
16:07:38,4807.093591623643,0.08909055498266222,58555.47,0.0,0.0,0.08909055498266222,4807.093591623643,Neutral,58496.56,True
16:09:12,3364.96551413655,0.11374376668412112,58496.56,1442.128077487093,0.024653211701458906,0.11374376668412112,3364.96551413655,Buy,58540.85,True
16:10:45,3364.96551413655,0.11374376668412112,58540.85,0.0,0.0,0.11374376668412112,3364.96551413655,Neutral,58544.4,True
16:12:19,3364.96551413655,0.11374376668412112,58544.4,0.0,0.0,0.11374376668412112,3364.96551413655,Neutral,58561.21,True
16:13:54,5363.257296230497,0.07962063667888478,58561.21,1998.291782093946,-0.034123130005236334,0.07962063667888478,5363.257296230497,Sell,58567.84,True
16:15:28,5363.257296230497,0.07962063667888478,58567.84,0.0,0.0,0.07962063667888478,5363.257296230497,Neutral,58535.05,True
16:17:02,5363.257296230497,0.07962063667888478,58535.05,0.0,0.0,0.07962063667888478,5363.257296230497,Neutral,58512.92,True
